prompt,image_path
Ultrasound image of the bilateral pancreas showing signs of abnormal growth.,images/ultrasound_pancreas_abnormal growth_3355.jpg
Angiogram image of the no specific thyroid showing signs of fluid accumulation.,images/angiogram_thyroid_fluid accumulation_3356.jpg
Angiogram image of the left thyroid showing signs of fluid accumulation.,images/angiogram_thyroid_fluid accumulation_3357.jpg
PET scan image of the left eye showing signs of atrophy.,images/pet_scan_eye_atrophy_3358.jpg
X-ray image of the no specific liver showing signs of hernia.,images/x-ray_liver_hernia_3359.jpg
PET scan image of the upper liver showing signs of blockage.,images/pet_scan_liver_blockage_3360.jpg
MRI image of the bilateral eye showing signs of scar tissue.,images/mri_eye_scar tissue_3361.jpg
Endoscopy image of the anterior abdomen showing signs of blockage.,images/endoscopy_abdomen_blockage_3362.jpg
Angiogram image of the right heart showing signs of lesion.,images/angiogram_heart_lesion_3363.jpg
PET scan image of the anterior lung showing signs of swelling.,images/pet_scan_lung_swelling_3364.jpg
MRI image of the right knee showing signs of inflammation.,images/mri_knee_inflammation_3365.jpg
Ultrasound image of the lower heart showing signs of hernia.,images/ultrasound_heart_hernia_3366.jpg
MRI image of the lower heart showing signs of blockage.,images/mri_heart_blockage_3367.jpg
Angiogram image of the bilateral pancreas showing signs of inflammation.,images/angiogram_pancreas_inflammation_3368.jpg
Ultrasound image of the anterior liver showing signs of calcification.,images/ultrasound_liver_calcification_3369.jpg
X-ray image of the no specific heart showing signs of swelling.,images/x-ray_heart_swelling_3370.jpg
Ultrasound image of the upper lung showing signs of abnormal growth.,images/ultrasound_lung_abnormal growth_3371.jpg
Endoscopy image of the left lung showing signs of abnormal growth.,images/endoscopy_lung_abnormal growth_3372.jpg
Mammogram image of the left eye showing signs of infection.,images/mammogram_eye_infection_3373.jpg
MRI image of the posterior thyroid showing signs of cyst.,images/mri_thyroid_cyst_3374.jpg
Endoscopy image of the bilateral knee showing signs of infection.,images/endoscopy_knee_infection_3375.jpg
Ultrasound image of the left breast showing signs of atrophy.,images/ultrasound_breast_atrophy_3376.jpg
X-ray image of the left spine showing signs of tumor.,images/x-ray_spine_tumor_3377.jpg
Ultrasound image of the anterior thyroid showing signs of fluid accumulation.,images/ultrasound_thyroid_fluid accumulation_3378.jpg
X-ray image of the bilateral breast showing signs of swelling.,images/x-ray_breast_swelling_3379.jpg
Mammogram image of the lower pancreas showing signs of mass.,images/mammogram_pancreas_mass_3380.jpg
Ultrasound image of the no specific thyroid showing signs of atrophy.,images/ultrasound_thyroid_atrophy_3381.jpg
CT scan image of the anterior liver showing signs of infection.,images/ct_scan_liver_infection_3382.jpg
X-ray image of the upper bladder showing signs of lesion.,images/x-ray_bladder_lesion_3383.jpg
X-ray image of the upper brain showing signs of infection.,images/x-ray_brain_infection_3384.jpg
Angiogram image of the central pancreas showing signs of calcification.,images/angiogram_pancreas_calcification_3385.jpg
PET scan image of the central pancreas showing signs of degeneration.,images/pet_scan_pancreas_degeneration_3386.jpg
Endoscopy image of the bilateral eye showing signs of calcification.,images/endoscopy_eye_calcification_3387.jpg
Angiogram image of the bilateral eye showing signs of swelling.,images/angiogram_eye_swelling_3388.jpg
PET scan image of the no specific brain showing signs of calcification.,images/pet_scan_brain_calcification_3389.jpg
Ultrasound image of the left thyroid showing signs of degeneration.,images/ultrasound_thyroid_degeneration_3390.jpg
CT scan image of the upper abdomen showing signs of swelling.,images/ct_scan_abdomen_swelling_3391.jpg
Mammogram image of the upper eye showing signs of fracture.,images/mammogram_eye_fracture_3392.jpg
Angiogram image of the posterior knee showing signs of tumor.,images/angiogram_knee_tumor_3393.jpg
Mammogram image of the anterior knee showing signs of fluid accumulation.,images/mammogram_knee_fluid accumulation_3394.jpg
Angiogram image of the upper heart showing signs of infection.,images/angiogram_heart_infection_3395.jpg
X-ray image of the no specific breast showing signs of tumor.,images/x-ray_breast_tumor_3396.jpg
Mammogram image of the central abdomen showing signs of degeneration.,images/mammogram_abdomen_degeneration_3397.jpg
Ultrasound image of the central spine showing signs of mass.,images/ultrasound_spine_mass_3398.jpg
Mammogram image of the posterior heart showing signs of fracture.,images/mammogram_heart_fracture_3399.jpg
Ultrasound image of the no specific heart showing signs of inflammation.,images/ultrasound_heart_inflammation_3400.jpg
CT scan image of the bilateral lung showing signs of lesion.,images/ct_scan_lung_lesion_3401.jpg
X-ray image of the central spine showing signs of mass.,images/x-ray_spine_mass_3402.jpg
PET scan image of the anterior pancreas showing signs of blockage.,images/pet_scan_pancreas_blockage_3403.jpg
Angiogram image of the right spine showing signs of inflammation.,images/angiogram_spine_inflammation_3404.jpg
X-ray image of the bilateral bladder showing signs of fracture.,images/x-ray_bladder_fracture_3405.jpg
PET scan image of the right thyroid showing signs of tumor.,images/pet_scan_thyroid_tumor_3406.jpg
CT scan image of the no specific breast showing signs of inflammation.,images/ct_scan_breast_inflammation_3407.jpg
X-ray image of the upper spine showing signs of blockage.,images/x-ray_spine_blockage_3408.jpg
MRI image of the left brain showing signs of swelling.,images/mri_brain_swelling_3409.jpg
PET scan image of the anterior liver showing signs of cyst.,images/pet_scan_liver_cyst_3410.jpg
Endoscopy image of the upper liver showing signs of mass.,images/endoscopy_liver_mass_3411.jpg
Endoscopy image of the upper heart showing signs of swelling.,images/endoscopy_heart_swelling_3412.jpg
Endoscopy image of the lower bladder showing signs of tumor.,images/endoscopy_bladder_tumor_3413.jpg
Mammogram image of the anterior spine showing signs of atrophy.,images/mammogram_spine_atrophy_3414.jpg
Mammogram image of the bilateral brain showing signs of mass.,images/mammogram_brain_mass_3415.jpg
X-ray image of the lower eye showing signs of mass.,images/x-ray_eye_mass_3416.jpg
Ultrasound image of the left spine showing signs of calcification.,images/ultrasound_spine_calcification_3417.jpg
Endoscopy image of the left eye showing signs of degeneration.,images/endoscopy_eye_degeneration_3418.jpg
X-ray image of the left knee showing signs of degeneration.,images/x-ray_knee_degeneration_3419.jpg
Ultrasound image of the bilateral heart showing signs of mass.,images/ultrasound_heart_mass_3420.jpg
Mammogram image of the left knee showing signs of lesion.,images/mammogram_knee_lesion_3421.jpg
PET scan image of the anterior bladder showing signs of infection.,images/pet_scan_bladder_infection_3422.jpg
MRI image of the lower pancreas showing signs of swelling.,images/mri_pancreas_swelling_3423.jpg
Angiogram image of the central breast showing signs of lesion.,images/angiogram_breast_lesion_3424.jpg
Mammogram image of the anterior eye showing signs of scar tissue.,images/mammogram_eye_scar tissue_3425.jpg
Ultrasound image of the upper abdomen showing signs of mass.,images/ultrasound_abdomen_mass_3426.jpg
Angiogram image of the no specific bladder showing signs of swelling.,images/angiogram_bladder_swelling_3427.jpg
MRI image of the right eye showing signs of degeneration.,images/mri_eye_degeneration_3428.jpg
Mammogram image of the posterior heart showing signs of cyst.,images/mammogram_heart_cyst_3429.jpg
Angiogram image of the right brain showing signs of degeneration.,images/angiogram_brain_degeneration_3430.jpg
MRI image of the upper eye showing signs of scar tissue.,images/mri_eye_scar tissue_3431.jpg
Mammogram image of the lower eye showing signs of inflammation.,images/mammogram_eye_inflammation_3432.jpg
X-ray image of the no specific bladder showing signs of tumor.,images/x-ray_bladder_tumor_3433.jpg
Endoscopy image of the no specific breast showing signs of hernia.,images/endoscopy_breast_hernia_3434.jpg
MRI image of the posterior thyroid showing signs of infection.,images/mri_thyroid_infection_3435.jpg
PET scan image of the left lung showing signs of fluid accumulation.,images/pet_scan_lung_fluid accumulation_3436.jpg
CT scan image of the lower bladder showing signs of lesion.,images/ct_scan_bladder_lesion_3437.jpg
PET scan image of the right abdomen showing signs of blockage.,images/pet_scan_abdomen_blockage_3438.jpg
Angiogram image of the bilateral heart showing signs of swelling.,images/angiogram_heart_swelling_3439.jpg
Ultrasound image of the left spine showing signs of scar tissue.,images/ultrasound_spine_scar tissue_3440.jpg
Angiogram image of the central brain showing signs of inflammation.,images/angiogram_brain_inflammation_3441.jpg
Endoscopy image of the left heart showing signs of swelling.,images/endoscopy_heart_swelling_3442.jpg
PET scan image of the left knee showing signs of cyst.,images/pet_scan_knee_cyst_3443.jpg
Mammogram image of the central thyroid showing signs of fluid accumulation.,images/mammogram_thyroid_fluid accumulation_3444.jpg
X-ray image of the left lung showing signs of blockage.,images/x-ray_lung_blockage_3445.jpg
X-ray image of the posterior thyroid showing signs of swelling.,images/x-ray_thyroid_swelling_3446.jpg
Angiogram image of the right thyroid showing signs of calcification.,images/angiogram_thyroid_calcification_3447.jpg
Endoscopy image of the right thyroid showing signs of hernia.,images/endoscopy_thyroid_hernia_3448.jpg
Angiogram image of the posterior heart showing signs of degeneration.,images/angiogram_heart_degeneration_3449.jpg
Endoscopy image of the central knee showing signs of blockage.,images/endoscopy_knee_blockage_3450.jpg
Endoscopy image of the bilateral eye showing signs of blockage.,images/endoscopy_eye_blockage_3451.jpg
Endoscopy image of the central thyroid showing signs of calcification.,images/endoscopy_thyroid_calcification_3452.jpg
CT scan image of the lower heart showing signs of swelling.,images/ct_scan_heart_swelling_3453.jpg
Mammogram image of the central heart showing signs of cyst.,images/mammogram_heart_cyst_3454.jpg
X-ray image of the no specific heart showing signs of fluid accumulation.,images/x-ray_heart_fluid accumulation_3455.jpg
Ultrasound image of the no specific knee showing signs of inflammation.,images/ultrasound_knee_inflammation_3456.jpg
CT scan image of the anterior bladder showing signs of atrophy.,images/ct_scan_bladder_atrophy_3457.jpg
Endoscopy image of the central knee showing signs of mass.,images/endoscopy_knee_mass_3458.jpg
CT scan image of the central breast showing signs of abnormal growth.,images/ct_scan_breast_abnormal growth_3459.jpg
Endoscopy image of the no specific lung showing signs of inflammation.,images/endoscopy_lung_inflammation_3460.jpg
CT scan image of the central liver showing signs of hernia.,images/ct_scan_liver_hernia_3461.jpg
Angiogram image of the anterior lung showing signs of degeneration.,images/angiogram_lung_degeneration_3462.jpg
Angiogram image of the right breast showing signs of tumor.,images/angiogram_breast_tumor_3463.jpg
Ultrasound image of the posterior thyroid showing signs of scar tissue.,images/ultrasound_thyroid_scar tissue_3464.jpg
Angiogram image of the posterior liver showing signs of degeneration.,images/angiogram_liver_degeneration_3465.jpg
Ultrasound image of the anterior thyroid showing signs of fluid accumulation.,images/ultrasound_thyroid_fluid accumulation_3466.jpg
X-ray image of the central eye showing signs of scar tissue.,images/x-ray_eye_scar tissue_3467.jpg
CT scan image of the lower liver showing signs of inflammation.,images/ct_scan_liver_inflammation_3468.jpg
Mammogram image of the anterior lung showing signs of calcification.,images/mammogram_lung_calcification_3469.jpg
Mammogram image of the posterior eye showing signs of blockage.,images/mammogram_eye_blockage_3470.jpg
Ultrasound image of the lower heart showing signs of swelling.,images/ultrasound_heart_swelling_3471.jpg
Mammogram image of the posterior thyroid showing signs of infection.,images/mammogram_thyroid_infection_3472.jpg
